Claim_ID,Status,Timestamp,Food_Name,Food_Type,Meal_Type,Quantity,Expiry_Date,Provider_Name,Provider_Type,Provider_City,Provider_Contact,Receiver_Name,Receiver_Type,Receiver_City
438,Pending,2025-03-18 13:00:00,Vegetables,Non-Vegetarian,Lunch,45,2025-03-17,Long-Alexander,Catering Service,Priceland,328-638-0829x010,Jacob Gibbs,Charity,New Jesus
677,Pending,2025-03-18 11:41:00,Salad,Vegan,Breakfast,20,2025-03-17,"Freeman, Allen and Castaneda",Supermarket,Jenniferville,(162)139-2884,Michael English,NGO,Lake Daniel
980,Pending,2025-03-18 11:35:00,Salad,Non-Vegetarian,Lunch,12,2025-03-26,Ortega-Webb,Catering Service,West Billborough,001-646-036-9173x42885,Sandy Ward,Shelter,North Michael
759,Cancelled,2025-03-18 11:19:00,Chicken,Vegan,Breakfast,23,2025-03-22,"Galloway, Hall and Oconnell",Catering Service,Lake Kari,(558)699-9188x092,Alex Rogers,Charity,Lake Austinmouth
463,Completed,2025-03-18 11:00:00,Salad,Vegetarian,Breakfast,11,2025-03-23,Jackson LLC,Catering Service,Lake Theresa,001-488-905-7389,Mrs. Paula Jones,Individual,Emilymouth
475,Cancelled,2025-03-18 10:26:00,Fruits,Vegetarian,Dinner,50,2025-03-29,Butler-Phillips,Supermarket,Jessicaland,+1-366-362-7376x557,Donald Caldwell,Shelter,Dawsonberg
852,Cancelled,2025-03-18 10:02:00,Fish,Non-Vegetarian,Breakfast,6,2025-03-22,Taylor-Matthews,Catering Service,Lake Donna,864-725-3991x8612,Kimberly Duncan,Shelter,West Monica
853,Pending,2025-03-18 09:13:00,Dairy,Non-Vegetarian,Lunch,14,2025-03-21,Livingston Inc,Restaurant,Port Victoria,+1-956-381-7075,Brandi Buckley,Shelter,Lawrencechester
202,Cancelled,2025-03-18 08:50:00,Vegetables,Vegan,Breakfast,18,2025-03-23,Jones Group,Restaurant,Callahanside,(104)313-7701x468,Michael Townsend,Shelter,East Kevin
815,Completed,2025-03-18 08:50:00,Fruits,Non-Vegetarian,Snacks,30,2025-03-24,Barnes and Sons,Supermarket,Michaelton,(547)040-4732,Caitlin Cobb,Charity,North Andresport
952,Completed,2025-03-18 07:49:00,Rice,Vegetarian,Snacks,2,2025-03-22,"Anderson, Robinson and Phillips",Grocery Store,Andersonville,7809531647,Nicole Walker,Individual,Thomasland
494,Cancelled,2025-03-18 07:39:00,Soup,Vegan,Dinner,25,2025-03-26,"Morales, Wood and Cox",Restaurant,Amberton,468.025.0721x72227,Rebecca Mcbride,Charity,Port Timothymouth
426,Completed,2025-03-18 07:28:00,Dairy,Non-Vegetarian,Dinner,35,2025-03-23,Beck Inc,Restaurant,Jasonmouth,963-484-4775x327,Ronald Norton,Individual,Carterton
294,Pending,2025-03-18 06:45:00,Soup,Vegan,Snacks,47,2025-03-30,"Jones, Ortega and Rubio",Grocery Store,East Craig,(993)551-7736x1457,Matthew Tran,Charity,South Franciscoport
173,Completed,2025-03-18 06:41:00,Rice,Vegetarian,Lunch,28,2025-03-30,Morse-Hoffman,Grocery Store,Derekport,(440)514-8820x3017,Victor Crawford,NGO,New Brandonton
488,Pending,2025-03-18 06:30:00,Chicken,Non-Vegetarian,Lunch,39,2025-03-26,Thompson-Kerr,Grocery Store,South Kellyberg,(786)641-7043,Tammy Smith,Individual,Campbellchester
38,Cancelled,2025-03-18 05:29:00,Dairy,Vegetarian,Dinner,42,2025-03-21,"Baker, Gardner and Callahan",Supermarket,Port Gregton,520-919-5240,Heather Silva,Charity,Lake Ryan
493,Cancelled,2025-03-18 05:15:00,Chicken,Non-Vegetarian,Breakfast,12,2025-03-29,Barrera-Ward,Grocery Store,West Juliabury,958.242.0037,Cynthia Horton,NGO,Jamesstad
272,Cancelled,2025-03-18 04:45:00,Soup,Vegan,Snacks,49,2025-03-19,Owens-Taylor,Restaurant,Bartonborough,+1-977-169-9906x1607,Christopher Gonzalez,Shelter,Payneland
41,Pending,2025-03-18 04:33:00,Vegetables,Vegan,Breakfast,18,2025-03-23,Jones Group,Restaurant,Callahanside,(104)313-7701x468,Laura Marshall,Charity,East Lisafurt
204,Pending,2025-03-18 04:10:00,Bread,Vegetarian,Dinner,12,2025-03-27,Mckinney Ltd,Restaurant,East Stephanie,225-959-2378,Lydia Phillips,Shelter,North Hollyland
544,Cancelled,2025-03-18 02:56:00,Dairy,Non-Vegetarian,Snacks,38,2025-03-21,Lee PLC,Restaurant,Leeburgh,346.517.7901x471,Melissa Mclaughlin,Charity,Roberttown
405,Completed,2025-03-18 02:49:00,Fish,Vegan,Snacks,26,2025-03-19,Ramos Group,Catering Service,North William,727-987-0431x177,Ashley Harris,Individual,Lake Stephenchester
9,Completed,2025-03-18 02:26:00,Soup,Non-Vegetarian,Lunch,35,2025-03-24,Lambert-Wilson,Restaurant,Lake Michaelfurt,+1-552-690-1512x083,Taylor Miller,NGO,Josephside
287,Cancelled,2025-03-18 02:15:00,Pasta,Vegan,Dinner,32,2025-03-28,Carey-Richardson,Supermarket,West Lauraborough,468.906.0755x92529,Maria Jacobs,NGO,Port Dawntown
140,Completed,2025-03-18 01:19:00,Fish,Vegan,Snacks,26,2025-03-19,Ramos Group,Catering Service,North William,727-987-0431x177,Kayla Johnson,Shelter,East Timhaven
688,Completed,2025-03-18 01:18:00,Fish,Vegan,Breakfast,33,2025-03-22,Jackson Ltd,Restaurant,North Ashley,+1-871-214-5204x667,Michael Dixon,Charity,Rebeccaview
34,Pending,2025-03-18 01:17:00,Fish,Vegan,Snacks,7,2025-03-26,Williams-Cox,Supermarket,East Austin,082.114.2329,Mark Hartman,Individual,East Ashleyshire
951,Completed,2025-03-18 01:05:00,Soup,Non-Vegetarian,Lunch,50,2025-03-21,Jackson-Robinson,Supermarket,North Tom,001-341-741-8533,Mark Lewis,NGO,Lisaview
134,Pending,2025-03-18 00:37:00,Soup,Non-Vegetarian,Breakfast,40,2025-03-16,Carlson-Mathis,Supermarket,Maynardstad,518.257.3189x434,Marissa Fischer,Shelter,New Kevin
836,Pending,2025-03-18 00:13:00,Pasta,Vegetarian,Snacks,31,2025-03-26,Reed LLC,Supermarket,East Anthony,427.554.1262,David Sellers DVM,Individual,South Michaelfurt
662,Completed,2025-03-18 00:04:00,Rice,Non-Vegetarian,Snacks,39,2025-03-24,"Sutton, Day and Brooks",Restaurant,Chelseaside,+1-651-831-7090,Michelle Riley,NGO,New Juliaton
216,Pending,2025-03-17 23:16:00,Fruits,Vegan,Snacks,21,2025-03-27,Nelson PLC,Restaurant,Lake Christophermouth,(302)042-7352,Angela Knight,Individual,Port Joshua
572,Completed,2025-03-17 23:13:00,Fish,Vegan,Snacks,17,2025-03-24,Holmes-Schaefer,Supermarket,Jordanborough,759-916-3267x89739,Savannah Neal,Individual,Ashleeside
480,Pending,2025-03-17 23:08:00,Fish,Vegan,Snacks,26,2025-03-19,Ramos Group,Catering Service,North William,727-987-0431x177,Amber Hobbs,NGO,Rogersfort
731,Completed,2025-03-17 22:44:00,Bread,Non-Vegetarian,Breakfast,25,2025-03-28,Baker LLC,Catering Service,South Michaelberg,423-570-5106,Corey Lamb,Charity,New Daniel
985,Completed,2025-03-17 22:32:00,Soup,Non-Vegetarian,Snacks,26,2025-03-22,Frey PLC,Restaurant,Harrisonbury,(890)661-5455,Jonathan Young,Shelter,Georgeborough
997,Cancelled,2025-03-17 22:04:00,Chicken,Vegan,Dinner,2,2025-03-27,Rosario-Porter,Grocery Store,Brookeland,867-595-3131,Kenneth Barnes,NGO,South Lindsay
522,Pending,2025-03-17 21:36:00,Rice,Vegan,Breakfast,22,2025-03-17,Huber Group,Restaurant,Reidland,001-841-494-8011x4394,Harold Bowen,Charity,South Barbaraburgh
201,Completed,2025-03-17 19:09:00,Salad,Vegetarian,Breakfast,49,2025-03-24,"Jones, Ortega and Rubio",Grocery Store,East Craig,(993)551-7736x1457,Timothy Patel DVM,Charity,New Jessica
305,Pending,2025-03-17 18:55:00,Fish,Vegetarian,Lunch,27,2025-03-20,Ramirez LLC,Catering Service,Sandrastad,001-916-437-4521x821,Kathleen Watkins,Shelter,Hardyberg
870,Completed,2025-03-17 18:54:00,Vegetables,Vegetarian,Dinner,21,2025-03-23,Gamble-Davis,Catering Service,South Edwardtown,298.868.0798x375,Joanna Wilkins,Charity,Singletonview
526,Pending,2025-03-17 18:51:00,Chicken,Vegan,Breakfast,42,2025-03-21,Mullins Ltd,Restaurant,Walterton,+1-104-312-3559,Leslie Acevedo,Charity,Lake Matthew
308,Completed,2025-03-17 18:23:00,Vegetables,Non-Vegetarian,Breakfast,25,2025-03-29,Rodriguez Inc,Supermarket,Jonestown,1383312143,Mandy Sutton PhD,Shelter,East Sharimouth
600,Cancelled,2025-03-17 17:33:00,Salad,Vegetarian,Breakfast,37,2025-03-19,"Daniel, Schroeder and Morse",Catering Service,Rogersmouth,+1-753-153-8390x0816,Julie Lewis,NGO,South Steven
67,Completed,2025-03-17 17:22:00,Chicken,Vegan,Snacks,9,2025-03-25,"Phelps, Graham and Hayes",Catering Service,Timothychester,(512)814-0594x96653,Victoria Torres,Charity,Martinchester
468,Completed,2025-03-17 17:09:00,Bread,Non-Vegetarian,Lunch,34,2025-03-21,Smith-Turner,Supermarket,New John,001-084-709-0706x311,Katelyn Proctor,Charity,Williamsborough
327,Completed,2025-03-17 16:49:00,Rice,Vegan,Snacks,18,2025-03-27,Smith Inc,Restaurant,Lake Tamara,871.082.6155x450,Joanna Black,NGO,North Jacobhaven
509,Cancelled,2025-03-17 15:43:00,Rice,Vegan,Dinner,1,2025-03-16,Fernandez-Bridges,Supermarket,Brittanyville,001-714-175-0277x076,Bruce Alexander,Individual,New Tammyhaven
149,Cancelled,2025-03-17 15:13:00,Fish,Vegan,Snacks,10,2025-03-28,Figueroa Inc,Catering Service,Lewishaven,107.592.8920,Karen Williamson,Shelter,Sandovalmouth
680,Completed,2025-03-17 14:55:00,Pasta,Vegan,Breakfast,46,2025-03-30,"Clark, Prince and Williams",Grocery Store,Mendezmouth,556.944.8935x401,Melissa Lee,Charity,Brownport
56,Completed,2025-03-17 14:29:00,Fruits,Vegetarian,Breakfast,43,2025-03-16,Maynard LLC,Supermarket,New Bobbytown,416.974.9320x8176,Tina Banks,Charity,Port Judith
715,Pending,2025-03-17 14:14:00,Rice,Vegan,Breakfast,35,2025-03-20,Gonzales-Cochran,Supermarket,New Jessica,+1-600-220-0480,Maria Singh,NGO,Brandonhaven
62,Pending,2025-03-17 14:07:00,Fish,Vegetarian,Breakfast,24,2025-03-21,Chambers-Waters,Restaurant,East Angelafort,001-230-322-3448x38934,Joseph Johnson,NGO,South Jasminechester
64,Completed,2025-03-17 13:38:00,Chicken,Vegetarian,Dinner,9,2025-03-23,"Holland, Caldwell and Oliver",Restaurant,East Sandratown,(670)960-9465,Alvin West,Shelter,Kellybury
32,Cancelled,2025-03-17 12:57:00,Fish,Non-Vegetarian,Breakfast,10,2025-03-16,Henderson Group,Catering Service,Bentonfurt,854-929-8365,William Frederick,NGO,Port Dean
345,Pending,2025-03-17 12:29:00,Bread,Vegan,Snacks,38,2025-03-17,Torres Ltd,Grocery Store,West Amandafurt,(283)833-1998,Alexander Walsh,Individual,Troyshire
336,Cancelled,2025-03-17 11:49:00,Dairy,Vegan,Dinner,22,2025-03-27,Meyer and Sons,Restaurant,Carolchester,001-738-662-6338,Shannon Pineda,Individual,Lake Amanda
448,Cancelled,2025-03-17 11:37:00,Salad,Vegan,Snacks,34,2025-03-30,"Hood, Hoffman and Wright",Supermarket,Louismouth,992.697.3906x31622,Jacob Gibbs,Charity,New Jesus
620,Cancelled,2025-03-17 11:24:00,Salad,Vegetarian,Dinner,42,2025-03-23,"Roberts, Howard and Bender",Restaurant,Lake Lorrainefort,+1-414-385-0073x51267,Samuel Mendez,Individual,Andersonland
840,Pending,2025-03-17 11:00:00,Salad,Non-Vegetarian,Dinner,19,2025-03-27,"Cruz, Murphy and Santos",Catering Service,West Larry,001-070-676-6757,Rebecca Sanchez,Shelter,New Craig
992,Completed,2025-03-17 10:54:00,Dairy,Non-Vegetarian,Lunch,12,2025-03-24,"Harper, Blake and Alexander",Catering Service,Devinmouth,(144)381-3923,Kyle Kerr,Charity,Sarahville
964,Pending,2025-03-17 10:43:00,Pasta,Non-Vegetarian,Lunch,37,2025-03-19,Jackson Ltd,Restaurant,Brandyberg,920-705-5617x44135,Marcus Gregory,Shelter,Hollyside
765,Pending,2025-03-17 09:49:00,Salad,Non-Vegetarian,Lunch,26,2025-03-20,"Evans, Wright and Mitchell",Catering Service,North Keith,001-726-568-9224,Janet Newton,Individual,West Amandaport
802,Completed,2025-03-17 09:35:00,Vegetables,Vegan,Breakfast,22,2025-03-18,Hayes Inc,Restaurant,West Kara,423-402-5949x4533,David Spence,Charity,Port Curtisside
628,Pending,2025-03-17 09:31:00,Soup,Vegan,Snacks,17,2025-03-30,Grant-Davis,Grocery Store,Lake Jessicamouth,+1-672-949-7621x738,Kimberly Nelson,Charity,Lake Lesliemouth
270,Completed,2025-03-17 09:23:00,Fruits,Non-Vegetarian,Breakfast,11,2025-03-29,Barry Group,Restaurant,South Kathryn,+1-533-592-0009x5523,Jorge Young,Shelter,Lake Rebeccaton
590,Cancelled,2025-03-17 08:39:00,Pasta,Vegetarian,Snacks,12,2025-03-22,"Anderson, Adams and Roberts",Supermarket,New Denise,+1-941-120-2190x554,Erika Rose,NGO,South Shaneville
155,Completed,2025-03-17 08:27:00,Salad,Vegetarian,Lunch,31,2025-03-24,Nelson LLC,Restaurant,Lake Andrewmouth,+1-859-029-3911x34890,Walter Carter,Shelter,Brianchester
96,Completed,2025-03-17 07:56:00,Bread,Non-Vegetarian,Lunch,18,2025-03-27,Davis and Sons,Catering Service,Patrickfort,965.266.3582,Richard Patterson,Charity,Huynhmouth
935,Cancelled,2025-03-17 07:27:00,Fish,Non-Vegetarian,Breakfast,23,2025-03-25,"Young, Moran and Morris",Catering Service,New Baileyfort,+1-750-812-7169x04781,Beth Phillips,NGO,Zacharyview
578,Pending,2025-03-17 06:50:00,Vegetables,Vegetarian,Lunch,34,2025-03-17,"Hill, Davis and Stewart",Grocery Store,Anneville,+1-608-953-5542x841,Debra Murray,NGO,Duncanchester
234,Pending,2025-03-17 06:35:00,Fruits,Non-Vegetarian,Breakfast,11,2025-03-26,Decker Group,Grocery Store,North Julieburgh,+1-152-318-5664x8137,Jessica Stephens,Charity,West Michaelton
449,Pending,2025-03-17 06:16:00,Fish,Non-Vegetarian,Snacks,25,2025-03-20,Horn-House,Supermarket,South Charles,(274)596-0960x4039,Chelsea Powell,Charity,Lake Rachelburgh
356,Cancelled,2025-03-17 06:07:00,Dairy,Vegan,Snacks,43,2025-03-16,"House, James and Miller",Supermarket,Lisamouth,070-175-5725,Michael English,NGO,Lake Daniel
500,Completed,2025-03-17 05:29:00,Bread,Non-Vegetarian,Breakfast,50,2025-03-20,"Phelps, Graham and Hayes",Catering Service,Timothychester,(512)814-0594x96653,Daniel Burton,Individual,North Matthewhaven
873,Pending,2025-03-17 05:22:00,Chicken,Vegetarian,Snacks,32,2025-03-20,Sherman-Garza,Catering Service,Port Kevinburgh,(357)159-0029x4117,Jason Moore,NGO,West Courtneyport
891,Cancelled,2025-03-17 05:08:00,Fruits,Non-Vegetarian,Breakfast,7,2025-03-16,"Smith, James and Alvarado",Restaurant,Keithburgh,4873246566,Jeremy Christensen,Individual,Ashleyborough
27,Completed,2025-03-17 05:07:00,Pasta,Vegan,Lunch,39,2025-03-28,Harrison-Wilson,Catering Service,Cunninghambury,269.475.2515,Micheal Peterson,NGO,West Jeffreyfurt
495,Completed,2025-03-17 04:48:00,Pasta,Vegan,Dinner,7,2025-03-18,"Myers, Kelley and Riley",Catering Service,Mitchellmouth,001-912-865-5943x9580,Cory Johnson,NGO,Port Robertmouth
232,Cancelled,2025-03-17 04:43:00,Bread,Vegan,Snacks,8,2025-03-16,Johnson Group,Supermarket,Williamsfort,(007)484-4365x34610,Amanda Brown,Individual,New Larryshire
727,Cancelled,2025-03-17 04:10:00,Salad,Vegan,Snacks,3,2025-03-17,Snyder Ltd,Catering Service,Anthonyton,805-601-1161x98115,Gary Andrews,NGO,Gonzalezstad
659,Cancelled,2025-03-17 02:31:00,Salad,Vegetarian,Breakfast,26,2025-03-29,"Oliver, Ross and Johnson",Supermarket,Davidville,001-179-898-4092,Justin Anderson,NGO,South Craigborough
576,Completed,2025-03-17 02:11:00,Pasta,Vegan,Lunch,39,2025-03-28,Harrison-Wilson,Catering Service,Cunninghambury,269.475.2515,Anna Buckley,Individual,Murphyfort
289,Pending,2025-03-17 02:03:00,Fish,Vegetarian,Snacks,40,2025-03-30,Ball-Church,Supermarket,South Davidside,(352)764-4709,Jessica Grant,Charity,Smithshire
427,Cancelled,2025-03-17 00:53:00,Chicken,Non-Vegetarian,Snacks,10,2025-03-28,Moody Ltd,Grocery Store,Stevenchester,637.300.3664x4880,Scott Schroeder,Shelter,Markfurt
885,Pending,2025-03-16 23:58:00,Dairy,Vegan,Lunch,10,2025-03-27,"Nguyen, Chan and Brown",Grocery Store,New Evanport,747-692-4848x020,John Byrd,Shelter,West Randall
396,Completed,2025-03-16 23:56:00,Salad,Vegetarian,Dinner,28,2025-03-23,Roy-Hancock,Supermarket,Maxwellburgh,(186)046-9157,Jacqueline Turner,NGO,Robertsport
136,Pending,2025-03-16 22:58:00,Fish,Vegetarian,Snacks,26,2025-03-30,"Hester, Bowers and Carpenter",Grocery Store,West Samantha,+1-699-911-5500x712,Ashley Mckee,NGO,South Randalltown
945,Cancelled,2025-03-16 22:54:00,Bread,Non-Vegetarian,Snacks,31,2025-03-19,Smith PLC,Restaurant,East Aaron,911-068-2655x53558,Donald Caldwell,Shelter,Dawsonberg
577,Cancelled,2025-03-16 21:29:00,Chicken,Vegan,Snacks,9,2025-03-25,"Phelps, Graham and Hayes",Catering Service,Timothychester,(512)814-0594x96653,David Carney,NGO,Port Dianemouth
957,Completed,2025-03-16 20:45:00,Fruits,Vegetarian,Breakfast,17,2025-03-16,"Barnes, Castro and Curtis",Restaurant,Zimmermanville,507.577.7566,Paul Lee,NGO,Stephenchester
594,Pending,2025-03-16 20:01:00,Dairy,Vegan,Breakfast,47,2025-03-20,"Montgomery, Dominguez and Hopkins",Grocery Store,Solisburgh,575.394.8230x121,Brian Fischer,Shelter,Burkeside
43,Pending,2025-03-16 17:08:00,Vegetables,Vegetarian,Snacks,40,2025-03-30,Mckinney Ltd,Restaurant,East Stephanie,225-959-2378,Donna Williams,Charity,Calebview
116,Pending,2025-03-16 17:02:00,Pasta,Non-Vegetarian,Breakfast,50,2025-03-21,"Rogers, Harmon and Gordon",Supermarket,Lake Karenfurt,(421)106-2871x5106,Abigail Crawford,NGO,Lake Shawn
498,Pending,2025-03-16 15:13:00,Vegetables,Vegan,Breakfast,29,2025-03-26,Hampton-Lee,Supermarket,Jonathanhaven,663-119-2623x961,Mary Hopkins,Individual,Tiffanyport
60,Pending,2025-03-16 15:03:00,Soup,Non-Vegetarian,Lunch,19,2025-03-27,Holland and Sons,Catering Service,New Richard,184-401-2586x9344,Regina Munoz,NGO,Lake Clinton
33,Cancelled,2025-03-16 14:26:00,Bread,Vegan,Dinner,37,2025-03-25,"Nielsen, Johnson and Fuller",Grocery Store,East Sheena,+1-925-283-8901x6297,Mary Hopkins,Individual,Tiffanyport
157,Completed,2025-03-16 14:13:00,Vegetables,Non-Vegetarian,Dinner,20,2025-03-30,Hines-Green,Grocery Store,Lindseyland,(054)626-5986x842,Bruce Alexander,Individual,New Tammyhaven
875,Completed,2025-03-16 13:38:00,Chicken,Non-Vegetarian,Lunch,7,2025-03-19,Koch Inc,Restaurant,Westmouth,(972)427-3809x5165,Terrence Wagner,Individual,Taraside
203,Completed,2025-03-16 13:08:00,Bread,Vegetarian,Breakfast,11,2025-03-27,Owens-Johnson,Catering Service,Port Troychester,(051)220-5307x61376,Allison Pennington,Individual,North Lydiaberg
729,Pending,2025-03-16 12:55:00,Soup,Vegan,Snacks,11,2025-03-29,Watson LLC,Supermarket,New Larry,8591148922,Lindsay Garcia,NGO,North Kimberlyport
830,Cancelled,2025-03-16 12:31:00,Fruits,Non-Vegetarian,Lunch,5,2025-03-29,"Schwartz, Odonnell and Padilla",Restaurant,Deborahfurt,955-658-8107x92494,Shannon Jensen,Shelter,Lake Kevinport
395,Cancelled,2025-03-16 12:18:00,Bread,Non-Vegetarian,Breakfast,28,2025-03-27,Moore-Flowers,Restaurant,Clarkberg,(256)326-8681x6129,Melissa Lee,Charity,Brownport
368,Pending,2025-03-16 11:59:00,Fish,Vegan,Dinner,26,2025-03-30,"Cooper, Smith and King",Grocery Store,North Garybury,+1-812-193-0704x61726,Paige Lewis,Shelter,Karenfort
268,Pending,2025-03-16 11:58:00,Fruits,Vegan,Snacks,5,2025-03-24,Thomas-Flores,Grocery Store,West Brandon,567-080-9984x776,Martha Flores,NGO,Lake Glenview
276,Completed,2025-03-16 11:54:00,Rice,Vegetarian,Dinner,4,2025-03-30,Stanley PLC,Grocery Store,North Victoriastad,001-428-241-5858x19231,Ronald Norton,Individual,Carterton
93,Pending,2025-03-16 11:30:00,Rice,Non-Vegetarian,Snacks,39,2025-03-24,"Sutton, Day and Brooks",Restaurant,Chelseaside,+1-651-831-7090,Denise Martinez,Charity,Drakeburgh
142,Cancelled,2025-03-16 10:00:00,Rice,Non-Vegetarian,Snacks,49,2025-03-28,Cole-Stein,Catering Service,New Rachel,(322)115-7175x12748,Sarah Carter,Charity,New Benjamin
263,Completed,2025-03-16 09:37:00,Chicken,Vegan,Snacks,46,2025-03-21,Flores-Wade,Grocery Store,Russellfurt,525-492-4716,Anthony Garcia,Individual,Brownbury
710,Pending,2025-03-16 09:32:00,Fruits,Vegetarian,Lunch,19,2025-03-30,"Snyder, Caldwell and Campbell",Supermarket,Muellermouth,001-204-401-6159x495,Johnny Page,NGO,Susanfurt
249,Completed,2025-03-16 09:29:00,Bread,Vegan,Snacks,34,2025-03-16,Mckinney Ltd,Restaurant,East Stephanie,225-959-2378,Amy Brown,NGO,Shelbyland
756,Completed,2025-03-16 09:29:00,Rice,Non-Vegetarian,Snacks,26,2025-03-24,Butler-Richardson,Grocery Store,East Heatherport,+1-268-505-2616,Miss Mary Turner,Charity,North Holly
181,Pending,2025-03-16 09:20:00,Rice,Vegetarian,Snacks,32,2025-03-19,Johnson-Green,Grocery Store,Darrylchester,001-090-513-0319x965,Matthew Curtis,Shelter,Lanechester
19,Pending,2025-03-16 06:32:00,Fish,Vegetarian,Lunch,3,2025-03-30,"Davis, Bowen and Miller",Catering Service,North Mike,9207424674,Jennifer Hughes,Charity,West Donnaton
521,Cancelled,2025-03-16 06:19:00,Soup,Non-Vegetarian,Dinner,39,2025-03-17,"Mcmillan, Gallegos and Perry",Catering Service,North Nicholas,247-797-3341x5155,Aaron Keller,Shelter,Melissaview
899,Pending,2025-03-16 06:18:00,Fruits,Vegetarian,Snacks,33,2025-03-22,Wells-Davis,Grocery Store,Floresville,322.221.0619x89960,Mary Franklin,Individual,Courtneyfurt
102,Completed,2025-03-16 06:03:00,Salad,Vegan,Dinner,49,2025-03-17,Rowe-Arias,Catering Service,South Alicia,090-649-4737,Cassandra Yoder,Charity,Danielfurt
156,Completed,2025-03-16 05:59:00,Fish,Vegetarian,Breakfast,3,2025-03-30,"Perry, Perez and Carter",Catering Service,Cameronside,085.588.5857,Meredith Hull,NGO,Markfurt
844,Cancelled,2025-03-16 05:59:00,Dairy,Non-Vegetarian,Snacks,7,2025-03-21,Cook Group,Grocery Store,Port Robin,983-295-7995,Elizabeth Collins,Shelter,Johnland
638,Completed,2025-03-16 05:38:00,Pasta,Vegetarian,Breakfast,15,2025-03-20,"Oliver, Ross and Johnson",Supermarket,Davidville,001-179-898-4092,Danny Palmer,NGO,North Erikhaven
961,Completed,2025-03-16 05:05:00,Soup,Non-Vegetarian,Snacks,26,2025-03-26,Hodge-Leblanc,Supermarket,Port Eric,3692481031,Paul Evans,NGO,Smithshire
751,Pending,2025-03-16 04:56:00,Dairy,Non-Vegetarian,Snacks,27,2025-03-20,Williams Inc,Catering Service,North Katherineshire,(134)266-7104x2168,Eric Carrillo,Shelter,Nicholsonland
764,Completed,2025-03-16 04:52:00,Chicken,Vegan,Dinner,5,2025-03-22,"Freeman, Decker and Johnson",Grocery Store,North Nathan,290-849-5446x412,Beth Phillips,NGO,Zacharyview
36,Pending,2025-03-16 03:41:00,Dairy,Vegetarian,Lunch,12,2025-03-20,Daniels-Kim,Grocery Store,East Angela,787.621.3654x1971,Antonio Murphy,NGO,West Kevin
969,Cancelled,2025-03-16 02:39:00,Salad,Vegan,Breakfast,49,2025-03-16,Scott and Sons,Supermarket,Maysside,001-085-825-1185x328,Jennifer Mccoy,Individual,Morganville
625,Cancelled,2025-03-16 02:15:00,Soup,Vegan,Dinner,49,2025-03-26,Schmidt-Alexander,Supermarket,West Sharonview,(616)029-0456x6126,Scott Brown,NGO,East Dylan
679,Pending,2025-03-16 01:38:00,Bread,Vegan,Snacks,31,2025-03-23,Frederick LLC,Supermarket,Yatesside,784.860.0232x137,Brendan Vargas,NGO,Kellyville
629,Pending,2025-03-16 00:43:00,Soup,Vegan,Dinner,25,2025-03-29,Douglas and Sons,Restaurant,North Charlesside,(883)611-4618x987,Lindsey Lewis,Shelter,West Rogerview
262,Completed,2025-03-16 00:40:00,Soup,Vegan,Breakfast,4,2025-03-20,Wilson-Brown,Grocery Store,Danachester,001-473-163-6196x2386,Shannon Jensen,Shelter,Lake Kevinport
762,Cancelled,2025-03-16 00:02:00,Pasta,Vegetarian,Snacks,12,2025-03-22,"Anderson, Adams and Roberts",Supermarket,New Denise,+1-941-120-2190x554,Michael Johnson,Individual,Longmouth
105,Completed,2025-03-15 23:07:00,Chicken,Vegan,Lunch,3,2025-03-27,Gallagher-Brown,Grocery Store,Olsenstad,9339428554,Taylor Estrada,NGO,Nguyenview
274,Pending,2025-03-15 22:55:00,Fish,Vegetarian,Dinner,5,2025-03-19,Chandler-Roberts,Supermarket,Richardsonhaven,(671)036-0993x233,Heather Brown,Shelter,New Michaelport
231,Pending,2025-03-15 22:39:00,Rice,Vegetarian,Dinner,27,2025-03-26,Simmons Ltd,Grocery Store,New Curtis,(219)975-7084,Mrs. Kristin Adams DDS,Charity,Lake Christychester
913,Pending,2025-03-15 22:21:00,Fruits,Non-Vegetarian,Breakfast,39,2025-03-30,"Clark, Evans and Navarro",Catering Service,Christinamouth,+1-260-408-7633x914,Angela Hall,Charity,Greenville
376,Pending,2025-03-15 21:23:00,Dairy,Vegan,Breakfast,47,2025-03-18,Moody Ltd,Grocery Store,Stevenchester,637.300.3664x4880,Patricia Hardy,Shelter,Thomasport
434,Completed,2025-03-15 21:14:00,Fish,Vegan,Lunch,27,2025-03-20,Jones-Edwards,Restaurant,Ruizmouth,(077)105-8283,Natalie Navarro,Shelter,West Carrieberg
195,Completed,2025-03-15 20:49:00,Fruits,Vegetarian,Breakfast,12,2025-03-27,Oconnor Ltd,Restaurant,Port Bryce,+1-484-031-6824x10667,Cynthia Horton,NGO,Jamesstad
512,Cancelled,2025-03-15 19:57:00,Fish,Vegetarian,Lunch,3,2025-03-30,"Davis, Bowen and Miller",Catering Service,North Mike,9207424674,Jeffrey Wilson,Charity,Davisport
783,Cancelled,2025-03-15 18:58:00,Salad,Vegan,Lunch,50,2025-03-18,"Horn, Johnson and Moore",Restaurant,Shirleyland,596.993.2969x47891,Daniel Williams,Shelter,Russellburgh
814,Completed,2025-03-15 18:11:00,Pasta,Vegan,Snacks,19,2025-03-24,Burns-Davis,Restaurant,New Lisa,+1-749-554-2482x64065,Jane Davis,Individual,Lake Joshuaville
